event_slug,queue_model,fill_window_seconds,markout_seconds,quote_side,factor_quantile,token_metric_count,total_probes,total_fills,median_fill_rate,median_mean_markout,positive_markout_token_share
highest-temperature-in-shanghai-on-june-9-2026,full_queue,60,60,sell_ask,3,11,4901,45,0.006896551724137931,-0.01488888888888889,0.0
highest-temperature-in-shanghai-on-june-9-2026,full_queue,60,60,sell_ask,4,11,4900,53,0.006896551724137931,-0.008666666666666668,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,full_queue,60,60,sell_ask,5,11,4907,46,0.005905511811023622,-0.006722222222222227,0.0
highest-temperature-in-shanghai-on-june-9-2026,full_queue,60,300,buy_bid,1,11,4908,40,0.0034423407917383822,0.001590909090909092,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,full_queue,60,300,buy_bid,2,11,4900,39,0.0,-0.010023809523809525,0.0
highest-temperature-in-shanghai-on-june-9-2026,full_queue,60,300,buy_bid,3,11,4901,24,0.0,0.009833333333333333,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,full_queue,60,300,buy_bid,4,11,4900,20,0.0016501650165016502,-0.010571428571428558,0.09090909090909091
highest-temperature-in-shanghai-on-june-9-2026,full_queue,60,300,buy_bid,5,11,4907,4,0.0,,0.0
highest-temperature-in-shanghai-on-june-9-2026,full_queue,60,300,sell_ask,1,11,4908,33,0.001968503937007874,-0.003609523809523796,0.09090909090909091
highest-temperature-in-shanghai-on-june-9-2026,full_queue,60,300,sell_ask,2,11,4900,53,0.0019723865877712033,0.0011134453781512605,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,full_queue,60,300,sell_ask,3,11,4901,45,0.006896551724137931,-0.036229166666666666,0.0
highest-temperature-in-shanghai-on-june-9-2026,full_queue,60,300,sell_ask,4,11,4900,53,0.006896551724137931,-0.008687499999999997,0.09090909090909091
highest-temperature-in-shanghai-on-june-9-2026,full_queue,60,300,sell_ask,5,11,4907,46,0.005905511811023622,-0.017333333333333336,0.0
highest-temperature-in-shanghai-on-june-9-2026,full_queue,60,900,buy_bid,1,11,4908,40,0.0034423407917383822,-0.0183076923076923,0.09090909090909091
highest-temperature-in-shanghai-on-june-9-2026,full_queue,60,900,buy_bid,2,11,4900,39,0.0,-0.01852380952380952,0.09090909090909091
highest-temperature-in-shanghai-on-june-9-2026,full_queue,60,900,buy_bid,3,11,4901,24,0.0,0.015083333333333329,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,full_queue,60,900,buy_bid,4,11,4900,20,0.0016501650165016502,0.016357142857142855,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,full_queue,60,900,buy_bid,5,11,4907,4,0.0,,0.0
highest-temperature-in-shanghai-on-june-9-2026,full_queue,60,900,sell_ask,1,11,4908,33,0.001968503937007874,-0.0052833333333333135,0.09090909090909091
highest-temperature-in-shanghai-on-june-9-2026,full_queue,60,900,sell_ask,2,11,4900,53,0.0019723865877712033,0.00035714285714286056,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,full_queue,60,900,sell_ask,3,11,4901,45,0.006896551724137931,-0.06625,0.0
highest-temperature-in-shanghai-on-june-9-2026,full_queue,60,900,sell_ask,4,11,4900,53,0.006896551724137931,-0.008500000000000002,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,full_queue,60,900,sell_ask,5,11,4907,46,0.005905511811023622,-0.02,0.0
highest-temperature-in-shanghai-on-june-9-2026,full_queue,300,60,buy_bid,1,11,4908,182,0.019400352733686066,-0.0024371603260869576,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,full_queue,300,60,buy_bid,2,11,4900,131,0.0034482758620689655,-0.004271428571428572,0.09090909090909091
highest-temperature-in-shanghai-on-june-9-2026,full_queue,300,60,buy_bid,3,11,4901,84,0.0034482758620689655,-0.005454545454545462,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,full_queue,300,60,buy_bid,4,11,4900,49,0.0035335689045936395,-0.01563492063492063,0.09090909090909091
highest-temperature-in-shanghai-on-june-9-2026,full_queue,300,60,buy_bid,5,11,4907,15,0.0016474464579901153,-0.005000000000000023,0.0
highest-temperature-in-shanghai-on-june-9-2026,full_queue,300,60,sell_ask,1,11,4908,132,0.010482180293501049,-0.0021000000000000003,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,full_queue,300,60,sell_ask,2,11,4900,160,0.007067137809187279,0.001333333333333316,0.2727272727272727
highest-temperature-in-shanghai-on-june-9-2026,full_queue,300,60,sell_ask,3,11,4901,172,0.015517241379310345,-0.0030000000000000005,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,full_queue,300,60,sell_ask,4,11,4900,201,0.03180212014134275,-0.0020892857142857184,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,full_queue,300,60,sell_ask,5,11,4907,200,0.0378657487091222,-0.0007727272727272722,0.09090909090909091
highest-temperature-in-shanghai-on-june-9-2026,full_queue,300,300,buy_bid,1,11,4908,182,0.019400352733686066,-0.0006374633431084984,0.2727272727272727
highest-temperature-in-shanghai-on-june-9-2026,full_queue,300,300,buy_bid,2,11,4900,131,0.0034482758620689655,-0.005271428571428572,0.09090909090909091
highest-temperature-in-shanghai-on-june-9-2026,full_queue,300,300,buy_bid,3,11,4901,84,0.0034482758620689655,0.001555555555555556,0.2727272727272727
highest-temperature-in-shanghai-on-june-9-2026,full_queue,300,300,buy_bid,4,11,4900,49,0.0035335689045936395,0.002630681818181832,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,full_queue,300,300,buy_bid,5,11,4907,15,0.0016474464579901153,-0.019166666666666648,0.0
highest-temperature-in-shanghai-on-june-9-2026,full_queue,300,300,sell_ask,1,11,4908,132,0.010482180293501049,-0.0027000000000000014,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,full_queue,300,300,sell_ask,2,11,4900,160,0.007067137809187279,0.0035454545454545456,0.2727272727272727
highest-temperature-in-shanghai-on-june-9-2026,full_queue,300,300,sell_ask,3,11,4901,172,0.015517241379310345,-0.0045714285714285735,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,full_queue,300,300,sell_ask,4,11,4900,201,0.03180212014134275,-0.0017321428571428594,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,full_queue,300,300,sell_ask,5,11,4907,200,0.0378657487091222,-0.0013799999999999945,0.0
highest-temperature-in-shanghai-on-june-9-2026,full_queue,300,900,buy_bid,1,11,4908,182,0.019400352733686066,0.0015265151515151518,0.36363636363636365
highest-temperature-in-shanghai-on-june-9-2026,full_queue,300,900,buy_bid,2,11,4900,131,0.0034482758620689655,-0.0068571428571428585,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,full_queue,300,900,buy_bid,3,11,4901,84,0.0034482758620689655,-0.0024375,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,full_queue,300,900,buy_bid,4,11,4900,49,0.0035335689045936395,0.030295454545454546,0.2727272727272727
highest-temperature-in-shanghai-on-june-9-2026,full_queue,300,900,buy_bid,5,11,4907,15,0.0016474464579901153,0.10083333333333329,0.09090909090909091
highest-temperature-in-shanghai-on-june-9-2026,full_queue,300,900,sell_ask,1,11,4908,132,0.010482180293501049,-0.0025754716981132002,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,full_queue,300,900,sell_ask,2,11,4900,160,0.007067137809187279,0.005136363636363637,0.2727272727272727
highest-temperature-in-shanghai-on-june-9-2026,full_queue,300,900,sell_ask,3,11,4901,172,0.015517241379310345,-0.004892857142857144,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,full_queue,300,900,sell_ask,4,11,4900,201,0.03180212014134275,-0.0006785714285714331,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,full_queue,300,900,sell_ask,5,11,4907,200,0.0378657487091222,-0.006052631578947361,0.09090909090909091
highest-temperature-in-shanghai-on-june-9-2026,half_queue,60,60,buy_bid,1,11,4908,68,0.007054673721340388,0.002666666666666669,0.36363636363636365
highest-temperature-in-shanghai-on-june-9-2026,half_queue,60,60,buy_bid,2,11,4900,63,0.0020964360587002098,-0.0084,0.09090909090909091
highest-temperature-in-shanghai-on-june-9-2026,half_queue,60,60,buy_bid,3,11,4901,34,0.0017667844522968198,-0.007500000000000003,0.09090909090909091
highest-temperature-in-shanghai-on-june-9-2026,half_queue,60,60,buy_bid,4,11,4900,29,0.0019723865877712033,-0.013333333333333332,0.09090909090909091
highest-temperature-in-shanghai-on-june-9-2026,half_queue,60,60,buy_bid,5,11,4907,7,0.0,,0.0
highest-temperature-in-shanghai-on-june-9-2026,half_queue,60,60,sell_ask,1,11,4908,61,0.003937007874015748,-0.0036363636363636372,0.09090909090909091
highest-temperature-in-shanghai-on-june-9-2026,half_queue,60,60,sell_ask,2,11,4900,88,0.007889546351084813,0.006136363636363631,0.2727272727272727
highest-temperature-in-shanghai-on-june-9-2026,half_queue,60,60,sell_ask,3,11,4901,78,0.013793103448275862,-0.0023472222222222223,0.09090909090909091
highest-temperature-in-shanghai-on-june-9-2026,half_queue,60,60,sell_ask,4,11,4900,92,0.011834319526627219,-0.0005833333333333342,0.2727272727272727
highest-temperature-in-shanghai-on-june-9-2026,half_queue,60,60,sell_ask,5,11,4907,72,0.007874015748031496,-0.002083333333333328,0.0
highest-temperature-in-shanghai-on-june-9-2026,half_queue,60,300,buy_bid,1,11,4908,68,0.007054673721340388,0.0008750000000000011,0.2727272727272727
highest-temperature-in-shanghai-on-june-9-2026,half_queue,60,300,buy_bid,2,11,4900,63,0.0020964360587002098,-0.005279166666666668,0.0
highest-temperature-in-shanghai-on-june-9-2026,half_queue,60,300,buy_bid,3,11,4901,34,0.0017667844522968198,-0.016624999999999997,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,half_queue,60,300,buy_bid,4,11,4900,29,0.0019723865877712033,0.0023333333333333353,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,half_queue,60,300,buy_bid,5,11,4907,7,0.0,,0.0
highest-temperature-in-shanghai-on-june-9-2026,half_queue,60,300,sell_ask,1,11,4908,61,0.003937007874015748,0.0011999999999999997,0.36363636363636365
highest-temperature-in-shanghai-on-june-9-2026,half_queue,60,300,sell_ask,2,11,4900,88,0.007889546351084813,-0.0009999999999999998,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,half_queue,60,300,sell_ask,3,11,4901,78,0.013793103448275862,-0.007756944444444444,0.0
highest-temperature-in-shanghai-on-june-9-2026,half_queue,60,300,sell_ask,4,11,4900,92,0.011834319526627219,-0.0014687499999999996,0.09090909090909091
highest-temperature-in-shanghai-on-june-9-2026,half_queue,60,300,sell_ask,5,11,4907,72,0.007874015748031496,-0.00928571428571429,0.09090909090909091
highest-temperature-in-shanghai-on-june-9-2026,half_queue,60,900,buy_bid,1,11,4908,68,0.007054673721340388,-0.002395833333333328,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,half_queue,60,900,buy_bid,2,11,4900,63,0.0020964360587002098,-0.006895833333333333,0.09090909090909091
highest-temperature-in-shanghai-on-june-9-2026,half_queue,60,900,buy_bid,3,11,4901,34,0.0017667844522968198,-0.007958333333333331,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,half_queue,60,900,buy_bid,4,11,4900,29,0.0019723865877712033,0.007100000000000004,0.2727272727272727
highest-temperature-in-shanghai-on-june-9-2026,half_queue,60,900,buy_bid,5,11,4907,7,0.0,,0.0
highest-temperature-in-shanghai-on-june-9-2026,half_queue,60,900,sell_ask,1,11,4908,61,0.003937007874015748,0.0026000000000000003,0.2727272727272727
highest-temperature-in-shanghai-on-june-9-2026,half_queue,60,900,sell_ask,2,11,4900,88,0.007889546351084813,0.0015000000000000015,0.2727272727272727
highest-temperature-in-shanghai-on-june-9-2026,half_queue,60,900,sell_ask,3,11,4901,78,0.013793103448275862,-0.01738888888888888,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,half_queue,60,900,sell_ask,4,11,4900,92,0.011834319526627219,-0.0017812500000000007,0.2727272727272727
highest-temperature-in-shanghai-on-june-9-2026,half_queue,60,900,sell_ask,5,11,4907,72,0.007874015748031496,-0.009041666666666668,0.09090909090909091
highest-temperature-in-shanghai-on-june-9-2026,half_queue,300,60,buy_bid,1,11,4908,243,0.029982363315696647,-0.0008694897959183695,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,half_queue,300,60,buy_bid,2,11,4900,183,0.007067137809187279,-0.0017000000000000012,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,half_queue,300,60,buy_bid,3,11,4901,114,0.01060070671378092,-5.337610695313253e-18,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,half_queue,300,60,buy_bid,4,11,4900,74,0.009861932938856016,-0.007199999999999996,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,half_queue,300,60,buy_bid,5,11,4907,24,0.001763668430335097,-0.003888888888888905,0.0
highest-temperature-in-shanghai-on-june-9-2026,half_queue,300,60,sell_ask,1,11,4908,245,0.02491103202846975,-0.000791666666666666,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,half_queue,300,60,sell_ask,2,11,4900,249,0.027613412228796843,0.0022105263157894727,0.5454545454545454
highest-temperature-in-shanghai-on-june-9-2026,half_queue,300,60,sell_ask,3,11,4901,267,0.04330708661417323,0.0004999999999999996,0.36363636363636365
highest-temperature-in-shanghai-on-june-9-2026,half_queue,300,60,sell_ask,4,11,4900,314,0.04482758620689655,-0.0009230769230769225,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,half_queue,300,60,sell_ask,5,11,4907,268,0.04991394148020654,-0.00043103448275862025,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,half_queue,300,300,buy_bid,1,11,4908,243,0.029982363315696647,3.647822765470016e-05,0.2727272727272727
highest-temperature-in-shanghai-on-june-9-2026,half_queue,300,300,buy_bid,2,11,4900,183,0.007067137809187279,-0.0054090909090909085,0.09090909090909091
highest-temperature-in-shanghai-on-june-9-2026,half_queue,300,300,buy_bid,3,11,4901,114,0.01060070671378092,0.0017000000000000008,0.2727272727272727
highest-temperature-in-shanghai-on-june-9-2026,half_queue,300,300,buy_bid,4,11,4900,74,0.009861932938856016,-0.006678571428571416,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,half_queue,300,300,buy_bid,5,11,4907,24,0.001763668430335097,-0.019444444444444438,0.0
highest-temperature-in-shanghai-on-june-9-2026,half_queue,300,300,sell_ask,1,11,4908,245,0.02491103202846975,-0.0009374999999999989,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,half_queue,300,300,sell_ask,2,11,4900,249,0.027613412228796843,0.0018,0.5454545454545454
highest-temperature-in-shanghai-on-june-9-2026,half_queue,300,300,sell_ask,3,11,4901,267,0.04330708661417323,-0.0008333333333333325,0.2727272727272727
highest-temperature-in-shanghai-on-june-9-2026,half_queue,300,300,sell_ask,4,11,4900,314,0.04482758620689655,-0.0012115384615384618,0.09090909090909091
highest-temperature-in-shanghai-on-june-9-2026,half_queue,300,300,sell_ask,5,11,4907,268,0.04991394148020654,-0.002197916666666669,0.09090909090909091
highest-temperature-in-shanghai-on-june-9-2026,half_queue,300,900,buy_bid,1,11,4908,243,0.029982363315696647,0.0014404761904761906,0.36363636363636365
highest-temperature-in-shanghai-on-june-9-2026,half_queue,300,900,buy_bid,2,11,4900,183,0.007067137809187279,-0.0052499999999999995,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,half_queue,300,900,buy_bid,3,11,4901,114,0.01060070671378092,-0.0015555555555555557,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,half_queue,300,900,buy_bid,4,11,4900,74,0.009861932938856016,0.012250000000000002,0.36363636363636365
highest-temperature-in-shanghai-on-june-9-2026,half_queue,300,900,buy_bid,5,11,4907,24,0.001763668430335097,0.03999999999999997,0.09090909090909091
highest-temperature-in-shanghai-on-june-9-2026,half_queue,300,900,sell_ask,1,11,4908,245,0.02491103202846975,2.083333333333306e-05,0.36363636363636365
highest-temperature-in-shanghai-on-june-9-2026,half_queue,300,900,sell_ask,2,11,4900,249,0.027613412228796843,0.002500000000000001,0.5454545454545454
highest-temperature-in-shanghai-on-june-9-2026,half_queue,300,900,sell_ask,3,11,4901,267,0.04330708661417323,-0.0023148148148148086,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,half_queue,300,900,sell_ask,4,11,4900,314,0.04482758620689655,-0.0002368421052631579,0.2727272727272727
highest-temperature-in-shanghai-on-june-9-2026,half_queue,300,900,sell_ask,5,11,4907,268,0.04991394148020654,-0.004416666666666669,0.2727272727272727
highest-temperature-in-shanghai-on-june-9-2026,optimistic,60,60,buy_bid,1,11,4908,101,0.010582010582010581,0.0019749999999999963,0.45454545454545453
highest-temperature-in-shanghai-on-june-9-2026,optimistic,60,60,buy_bid,2,11,4900,90,0.007067137809187279,-3.571428571428525e-05,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,optimistic,60,60,buy_bid,3,11,4901,82,0.011811023622047244,0.001930555555555556,0.36363636363636365
highest-temperature-in-shanghai-on-june-9-2026,optimistic,60,60,buy_bid,4,11,4900,72,0.006191950464396285,0.0010625,0.2727272727272727
highest-temperature-in-shanghai-on-june-9-2026,optimistic,60,60,buy_bid,5,11,4907,60,0.005905511811023622,0.0053750000000000004,0.36363636363636365
highest-temperature-in-shanghai-on-june-9-2026,optimistic,60,60,sell_ask,1,11,4908,161,0.019400352733686066,0.0021730769230769243,0.45454545454545453
highest-temperature-in-shanghai-on-june-9-2026,optimistic,60,60,sell_ask,2,11,4900,175,0.009861932938856016,0.0038000000000000013,0.5454545454545454
highest-temperature-in-shanghai-on-june-9-2026,optimistic,60,60,sell_ask,3,11,4901,142,0.01896551724137931,0.00013636363636363604,0.36363636363636365
highest-temperature-in-shanghai-on-june-9-2026,optimistic,60,60,sell_ask,4,11,4900,133,0.015901060070671377,0.0005,0.36363636363636365
highest-temperature-in-shanghai-on-june-9-2026,optimistic,60,60,sell_ask,5,11,4907,101,0.012345679012345678,-0.0005714285714285692,0.2727272727272727
highest-temperature-in-shanghai-on-june-9-2026,optimistic,60,300,buy_bid,1,11,4908,101,0.010582010582010581,0.0013083333333333332,0.36363636363636365
highest-temperature-in-shanghai-on-june-9-2026,optimistic,60,300,buy_bid,2,11,4900,90,0.007067137809187279,-0.00361904761904762,0.09090909090909091
highest-temperature-in-shanghai-on-june-9-2026,optimistic,60,300,buy_bid,3,11,4901,82,0.011811023622047244,0.0025625000000000005,0.36363636363636365
highest-temperature-in-shanghai-on-june-9-2026,optimistic,60,300,buy_bid,4,11,4900,72,0.006191950464396285,0.00546153846153846,0.36363636363636365
highest-temperature-in-shanghai-on-june-9-2026,optimistic,60,300,buy_bid,5,11,4907,60,0.005905511811023622,0.003987781954887219,0.2727272727272727
highest-temperature-in-shanghai-on-june-9-2026,optimistic,60,300,sell_ask,1,11,4908,161,0.019400352733686066,0.001441644562334217,0.5454545454545454
highest-temperature-in-shanghai-on-june-9-2026,optimistic,60,300,sell_ask,2,11,4900,175,0.009861932938856016,0.005999999999999998,0.5454545454545454
highest-temperature-in-shanghai-on-june-9-2026,optimistic,60,300,sell_ask,3,11,4901,142,0.01896551724137931,-0.0010769230769230767,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,optimistic,60,300,sell_ask,4,11,4900,133,0.015901060070671377,-0.0004999999999999989,0.2727272727272727
highest-temperature-in-shanghai-on-june-9-2026,optimistic,60,300,sell_ask,5,11,4907,101,0.012345679012345678,-0.004094696969696962,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,optimistic,60,900,buy_bid,1,11,4908,101,0.010582010582010581,0.0007,0.36363636363636365
highest-temperature-in-shanghai-on-june-9-2026,optimistic,60,900,buy_bid,2,11,4900,90,0.007067137809187279,-0.0033461538461538438,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,optimistic,60,900,buy_bid,3,11,4901,82,0.011811023622047244,0.00031249999999999984,0.2727272727272727
highest-temperature-in-shanghai-on-june-9-2026,optimistic,60,900,buy_bid,4,11,4900,72,0.006191950464396285,0.012461538461538465,0.45454545454545453
highest-temperature-in-shanghai-on-june-9-2026,optimistic,60,900,buy_bid,5,11,4907,60,0.005905511811023622,0.002946428571428572,0.2727272727272727
highest-temperature-in-shanghai-on-june-9-2026,optimistic,60,900,sell_ask,1,11,4908,161,0.019400352733686066,0.0034230769230769236,0.5454545454545454
highest-temperature-in-shanghai-on-june-9-2026,optimistic,60,900,sell_ask,2,11,4900,175,0.009861932938856016,0.005345238095238097,0.5454545454545454
highest-temperature-in-shanghai-on-june-9-2026,optimistic,60,900,sell_ask,3,11,4901,142,0.01896551724137931,-0.001730769230769231,0.2727272727272727
highest-temperature-in-shanghai-on-june-9-2026,optimistic,60,900,sell_ask,4,11,4900,133,0.015901060070671377,-0.00020588235294117542,0.2727272727272727
highest-temperature-in-shanghai-on-june-9-2026,optimistic,60,900,sell_ask,5,11,4907,101,0.012345679012345678,-0.0025598086124401895,0.09090909090909091
highest-temperature-in-shanghai-on-june-9-2026,optimistic,300,60,buy_bid,1,11,4908,352,0.06196213425129088,0.0006805555555555558,0.45454545454545453
highest-temperature-in-shanghai-on-june-9-2026,optimistic,300,60,buy_bid,2,11,4900,277,0.03180212014134275,0.0011428571428571432,0.5454545454545454
highest-temperature-in-shanghai-on-june-9-2026,optimistic,300,60,buy_bid,3,11,4901,236,0.03543307086614173,0.0011176470588235296,0.45454545454545453
highest-temperature-in-shanghai-on-june-9-2026,optimistic,300,60,buy_bid,4,11,4900,206,0.037953795379537955,0.00126,0.5454545454545454
highest-temperature-in-shanghai-on-june-9-2026,optimistic,300,60,buy_bid,5,11,4907,192,0.012345679012345678,0.0045833333333333325,0.6363636363636364
highest-temperature-in-shanghai-on-june-9-2026,optimistic,300,60,sell_ask,1,11,4908,492,0.04585537918871252,0.0008028846153846154,0.45454545454545453
highest-temperature-in-shanghai-on-june-9-2026,optimistic,300,60,sell_ask,2,11,4900,521,0.03180212014134275,0.0031000000000000016,0.5454545454545454
highest-temperature-in-shanghai-on-june-9-2026,optimistic,300,60,sell_ask,3,11,4901,498,0.0636042402826855,0.0011805555555555556,0.6363636363636364
highest-temperature-in-shanghai-on-june-9-2026,optimistic,300,60,sell_ask,4,11,4900,450,0.047337278106508875,0.00016847826086956524,0.45454545454545453
highest-temperature-in-shanghai-on-june-9-2026,optimistic,300,60,sell_ask,5,11,4907,360,0.058519793459552494,0.0005208333333333315,0.36363636363636365
highest-temperature-in-shanghai-on-june-9-2026,optimistic,300,300,buy_bid,1,11,4908,352,0.06196213425129088,0.0007500000000000001,0.36363636363636365
highest-temperature-in-shanghai-on-june-9-2026,optimistic,300,300,buy_bid,2,11,4900,277,0.03180212014134275,0.0005555555555555557,0.36363636363636365
highest-temperature-in-shanghai-on-june-9-2026,optimistic,300,300,buy_bid,3,11,4901,236,0.03543307086614173,0.0010454545454545456,0.45454545454545453
highest-temperature-in-shanghai-on-june-9-2026,optimistic,300,300,buy_bid,4,11,4900,206,0.037953795379537955,0.0016,0.7272727272727273
highest-temperature-in-shanghai-on-june-9-2026,optimistic,300,300,buy_bid,5,11,4907,192,0.012345679012345678,0.0013999999999999978,0.45454545454545453
highest-temperature-in-shanghai-on-june-9-2026,optimistic,300,300,sell_ask,1,11,4908,492,0.04585537918871252,0.0002000000000000003,0.36363636363636365
highest-temperature-in-shanghai-on-june-9-2026,optimistic,300,300,sell_ask,2,11,4900,521,0.03180212014134275,0.005366666666666666,0.5454545454545454
highest-temperature-in-shanghai-on-june-9-2026,optimistic,300,300,sell_ask,3,11,4901,498,0.0636042402826855,0.0006111111111111096,0.45454545454545453
highest-temperature-in-shanghai-on-june-9-2026,optimistic,300,300,sell_ask,4,11,4900,450,0.047337278106508875,-0.0006528532608695652,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,optimistic,300,300,sell_ask,5,11,4907,360,0.058519793459552494,-0.0008285714285714291,0.18181818181818182
highest-temperature-in-shanghai-on-june-9-2026,optimistic,300,900,buy_bid,1,11,4908,352,0.06196213425129088,0.0020138888888888893,0.45454545454545453
highest-temperature-in-shanghai-on-june-9-2026,optimistic,300,900,buy_bid,2,11,4900,277,0.03180212014134275,-0.00020833333333333373,0.2727272727272727
highest-temperature-in-shanghai-on-june-9-2026,optimistic,300,900,buy_bid,3,11,4901,236,0.03543307086614173,0.0005000000000000002,0.45454545454545453
highest-temperature-in-shanghai-on-june-9-2026,optimistic,300,900,buy_bid,4,11,4900,206,0.037953795379537955,0.0052166666666666715,0.8181818181818182
highest-temperature-in-shanghai-on-june-9-2026,optimistic,300,900,buy_bid,5,11,4907,192,0.012345679012345678,0.001347826086956522,0.45454545454545453
highest-temperature-in-shanghai-on-june-9-2026,optimistic,300,900,sell_ask,1,11,4908,492,0.04585537918871252,0.0006412280701754386,0.5454545454545454
highest-temperature-in-shanghai-on-june-9-2026,optimistic,300,900,sell_ask,2,11,4900,521,0.03180212014134275,0.007927631578947367,0.5454545454545454
highest-temperature-in-shanghai-on-june-9-2026,optimistic,300,900,sell_ask,3,11,4901,498,0.0636042402826855,0.0006046511627906973,0.45454545454545453
highest-temperature-in-shanghai-on-june-9-2026,optimistic,300,900,sell_ask,4,11,4900,450,0.047337278106508875,0.0001671195652173917,0.45454545454545453
highest-temperature-in-shanghai-on-june-9-2026,optimistic,300,900,sell_ask,5,11,4907,360,0.058519793459552494,-0.002492307692307693,0.2727272727272727
